<<<<<<< HEAD
0:58:17 201682 
0:58:17 201683 
0:58:17 188696 
0:58:17 188697 
0:58:17 188698 
0:58:17 188699 
0:58:17 201844 
0:58:17 201845 
0:58:17 201846 
0:58:17 201847 
0:58:17 188768 
0:58:17 188769 
0:58:17 188770 
0:58:17 188771 
0:58:17 201908 
0:58:17 201909 
0:58:17 201910 
0:58:17 201911 
0:58:17 188700 
0:58:17 188701 
0:58:17 188702 
0:58:17 188703 
0:58:17 201880 
0:58:17 201881 
0:58:17 201882 
0:58:17 201883 
0:58:17 201884 
0:58:17 201885 
0:58:17 201886 
0:58:17 201887 
0:58:17 190104 
0:58:17 190105 
0:58:17 190106 
0:58:17 190107 
0:58:17 190108 
0:58:17 190109 
0:58:17 190110 
0:58:17 190111 
0:58:17 201912 
0:58:17 201913 
0:58:17 201914 
0:58:17 201915 
0:58:17 201696 
0:58:17 201697 
0:58:17 201698 
0:58:17 201699 
0:58:17 201700 
0:58:17 201701 
0:58:17 201702 
0:58:17 201703 
0:58:17 201848 
0:58:17 201849 
0:58:17 201850 
0:58:17 201851 
0:58:17 190224 
0:58:17 190225 
0:58:17 190226 
0:58:17 190227 
0:58:17 201780 
0:58:17 201781 
0:58:17 201782 
0:58:17 201783 
0:58:17 189801 
0:58:17 189802 
0:58:17 189803 
0:58:17 190248 
0:58:17 190249 
0:58:17 201768 
0:58:17 201769 
0:58:17 201770 
0:58:17 201771 
0:58:17 201788 
0:58:17 201916 
0:58:17 201917 
0:58:17 201789 
0:58:17 201790 
0:58:17 201791 
0:58:17 201704 
0:58:17 201784 
0:58:17 201785 
0:58:17 201786 
0:58:17 201787 
0:58:17 201772 
0:58:17 201773 
0:58:17 201774 
0:58:17 201775 
0:58:17 201816 
0:58:17 201817 
0:58:17 201818 
0:58:17 201819 
0:58:17 201792 
0:58:17 201793 
0:58:17 201705 
0:58:17 201832 
0:58:17 201833 
0:58:17 201834 
0:58:17 201835 
0:58:17 201836 
0:58:17 201837 
0:58:17 201838 
0:58:17 201839 
0:58:17 201820 
0:58:17 201821 
0:58:17 201822 
0:58:17 201823 
0:58:17 201794 
0:58:17 201795 
0:58:17 201592 
0:58:17 201593 
0:58:17 201594 
0:58:17 201595 
0:58:17 201596 
0:58:17 201597 
0:58:17 201598 
0:58:17 201599 
0:58:17 201760 
0:58:17 201761 
0:58:17 201762 
0:58:17 201763 
0:58:17 201624 
0:58:17 201625 
0:58:17 201626 
0:58:17 201627 
0:58:17 201706 
0:58:17 201707 
0:58:17 201864 
0:58:17 201796 
0:58:17 201797 
0:58:17 201798 
0:58:17 201799 
0:58:17 201426 
0:58:17 201427 
0:58:17 201528 
0:58:17 201529 
0:58:17 201530 
0:58:17 201531 
0:58:17 201532 
0:58:17 201533 
0:58:17 201534 
0:58:17 201535 
0:58:17 201712 
0:58:17 201713 
0:58:17 201392 
0:58:17 201393 
0:58:17 201394 
0:58:17 201395 
0:58:17 201840 
0:58:17 201841 
0:58:17 190136 
0:58:17 190137 
0:58:17 190138 
0:58:17 190139 
0:58:17 190140 
0:58:17 190141 
0:58:17 190142 
0:58:17 190143 
0:58:17 201920 
0:58:17 201921 
0:58:17 201922 
0:58:17 201923 
0:58:17 201924 
0:58:17 201925 
0:58:17 201926 
0:58:17 201927 
0:58:17 201544 
0:58:17 201545 
0:58:17 201546 
0:58:17 201547 
0:58:17 201752 
0:58:17 201753 
0:58:17 201754 
0:58:17 201755 
0:58:17 201764 
0:58:17 201765 
0:58:17 201766 
0:58:17 201767 
0:58:17 190156 
0:58:17 190157 
0:58:17 201628 
0:58:17 201629 
0:58:17 201630 
0:58:17 201631 
0:58:17 201460 
0:58:17 201461 
0:58:17 201462 
0:58:17 201463 
0:58:17 201536 
0:58:17 201537 
0:58:17 201538 
0:58:17 201539 
0:58:17 201540 
0:58:17 201541 
0:58:17 201542 
0:58:17 201543 
0:58:17 201756 
0:58:17 201757 
0:58:17 201758 
0:58:17 201759 
0:58:17 201856 
0:58:17 201857 
0:58:17 201858 
0:58:17 201859 
0:58:17 201860 
0:58:17 201861 
0:58:17 201862 
0:58:17 201863 
0:58:17 190144 
0:58:17 190145 
0:58:17 190146 
0:58:17 190147 
0:58:17 190148 
0:58:17 190149 
0:58:17 190150 
0:58:17 190151 
0:58:17 201824 
0:58:17 201825 
0:58:17 201826 
0:58:17 201827 
0:58:17 201828 
0:58:17 201829 
0:58:17 201830 
0:58:17 201831 
0:58:17 190152 
0:58:17 190153 
0:58:17 201865 
0:58:17 190154 
0:58:17 201866 
0:58:17 190155 
0:58:17 201867 
0:58:17 190158 
0:58:17 190159 
0:58:17 201408 
0:58:17 201409 
0:58:17 201410 
0:58:17 201411 
0:58:17 201412 
0:58:17 201413 
0:58:17 201414 
0:58:17 202008 
0:58:17 201415 
0:58:17 202009 
0:58:17 202010 
0:58:17 202011 
0:58:17 202012 
0:58:17 202013 
0:58:17 202014 
0:58:17 202015 
0:58:17 201560 
0:58:17 201561 
0:58:17 201562 
0:58:17 201563 
0:58:17 201564 
0:58:17 201565 
0:58:17 201566 
0:58:17 201567 
0:58:17 201444 
0:58:17 201445 
0:58:17 201446 
0:58:17 201447 
0:58:17 201868 
0:58:17 201869 
0:58:17 201870 
0:58:17 201871 
0:58:17 201396 
0:58:17 201397 
0:58:17 201398 
0:58:17 201399 
0:58:17 190200 
0:58:17 190201 
0:58:17 190202 
0:58:17 190203 
0:58:17 190204 
0:58:17 190205 
0:58:17 190206 
0:58:17 190207 
0:58:17 201428 
0:58:17 201429 
0:58:17 201430 
0:58:17 201431 
0:58:17 201400 
0:58:17 201401 
0:58:17 201402 
0:58:17 201403 
0:58:17 201404 
0:58:17 201405 
0:58:17 201406 
0:58:17 201407 
0:58:17 201918 
0:58:17 201919 
0:58:17 201432 
0:58:17 201433 
0:58:17 201434 
0:58:17 201435 
0:58:17 201436 
0:58:17 201437 
0:58:17 201438 
0:58:17 201439 
0:58:17 190160 
0:58:17 190161 
0:58:17 190162 
0:58:17 190163 
0:58:17 201488 
0:58:17 201489 
0:58:17 201490 
0:58:17 201491 
0:58:17 201492 
0:58:17 201493 
0:58:17 201494 
0:58:17 201495 
0:58:17 190208 
0:58:17 190209 
0:58:17 190210 
0:58:17 190211 
0:58:17 190212 
0:58:17 190213 
0:58:17 190214 
0:58:17 190215 
0:58:17 201416 
0:58:17 201417 
0:58:17 201418 
0:58:17 201419 
0:58:17 201420 
0:58:17 201421 
0:58:17 201422 
0:58:17 201423 
0:58:17 201440 
0:58:17 201441 
0:58:17 201442 
0:58:17 201443 
0:58:17 190216 
0:58:17 190217 
0:58:17 190218 
0:58:17 190219 
0:58:17 190220 
0:58:17 190221 
0:58:17 190222 
0:58:17 190223 
0:58:17 201496 
0:58:17 201497 
0:58:17 201498 
0:58:17 201499 
0:58:17 201500 
0:58:17 201501 
0:58:17 201502 
0:58:17 201503 
0:58:17 201472 
0:58:17 201473 
0:58:17 201474 
0:58:17 201475 
0:58:17 201476 
0:58:17 201477 
0:58:17 201478 
0:58:17 201479 
0:58:17 201424 
0:58:17 201425 
0:58:17 201456 
0:58:17 201457 
0:58:17 201458 
0:58:17 201459 
0:58:17 201508 
0:58:17 201509 
0:58:17 201510 
0:58:17 201511 
0:58:17 201448 
0:58:17 201480 
0:58:17 201449 
0:58:17 201481 
0:58:17 201450 
0:58:17 201451 
0:58:17 201482 
0:58:17 201452 
0:58:17 201483 
0:58:17 201453 
0:58:17 201454 
0:58:17 201455 
0:58:17 201512 
0:58:17 201464 
0:58:17 201465 
0:58:17 201466 
0:58:17 201467 
0:58:17 201513 
0:58:17 201514 
0:58:17 201515 
0:58:17 201516 
0:58:17 201517 
0:58:17 201518 
0:58:17 201519 
0:58:17 201468 
0:58:17 201469 
0:58:17 201470 
0:58:17 201471 
0:58:17 201484 
0:58:17 201485 
0:58:17 201486 
0:58:17 201487 
0:58:17 201504 
0:58:17 201505 
0:58:17 201506 
0:58:17 201507 
0:58:17 201520 
0:58:17 201521 
0:58:17 201522 
0:58:17 201523 
0:58:17 201524 
0:58:17 201525 
0:58:17 201526 
0:58:17 201527 
0:58:17 201548 
0:58:17 201549 
0:58:17 201550 
0:58:17 201551 
0:58:17 201552 
0:58:17 201553 
0:58:17 201554 
0:58:17 201555 
0:58:17 201556 
0:58:17 201557 
0:58:17 201558 
0:58:17 201559 
0:58:17 11948 
0:58:17 11950 
0:58:17 12511 
0:58:17 124915 
0:58:17 12513 
0:58:17 163584 
0:58:17 203424 
0:58:17 163585 
0:58:17 203425 
0:58:17 163586 
0:58:17 163587 
0:58:17 203427 
0:58:17 113280 
0:58:17 113283 
0:58:17 113285 
0:58:17 124860 
0:58:17 188780 
0:58:17 188781 
0:58:17 188782 
0:58:17 188783 
0:58:17 113273 
0:58:17 11987 
0:58:17 124820 
0:58:17 112496 
0:58:17 12295 
0:58:17 12084 
0:58:17 122766 
0:58:17 188776 
0:58:17 188777 
0:58:17 188778 
0:58:17 188779 
0:58:17 121466 
0:58:17 169140 
0:58:17 124837 
0:58:17 124956 
0:58:17 12318 
0:58:17 124870 
0:58:17 125715 
0:58:17 139816 
0:58:17 124900 
0:58:17 124955 
0:58:17 125110 
0:58:17 11955 
0:58:17 12515 
0:58:17 12275 
0:58:17 147232 
0:58:17 147233 
0:58:17 147234 
0:58:17 147235 
0:58:17 12100 
0:58:17 12339 
0:58:17 12102 
0:58:17 139799 
0:58:17 112691 
0:58:17 12566 
0:58:17 124882 
0:58:17 122797 
0:58:17 203212 
0:58:17 203213 
0:58:17 203214 
0:58:17 203215 
0:58:17 169736 
0:58:17 169737 
0:58:17 169738 
0:58:17 169739 
0:58:17 203216 
0:58:17 203217 
0:58:17 203218 
0:58:17 203219 
0:58:17 203220 
0:58:17 203221 
0:58:17 203222 
0:58:17 203268 
0:58:17 203223 
0:58:17 202196 
0:58:17 203269 
0:58:17 203270 
0:58:17 202197 
0:58:17 203271 
0:58:17 202198 
0:58:17 202199 
0:58:17 203224 
0:58:17 203225 
0:58:17 203226 
0:58:17 203227 
0:58:17 203228 
0:58:17 203229 
0:58:17 203230 
0:58:17 203231 
0:58:17 203272 
0:58:17 203273 
0:58:17 203274 
0:58:17 203275 
0:58:17 203232 
0:58:17 203233 
0:58:17 203276 
0:58:17 203277 
0:58:17 203278 
0:58:17 203279 
0:58:17 203244 
0:58:17 203245 
0:58:17 203246 
0:58:17 203247 
0:58:17 203248 
0:58:17 203249 
0:58:17 203250 
0:58:17 203251 
0:58:17 203252 
0:58:17 203253 
0:58:17 203254 
0:58:17 203255 
0:58:17 203256 
0:58:17 203257 
0:58:17 203258 
0:58:17 203259 
0:58:17 203260 
0:58:17 203261 
0:58:17 203262 
0:58:17 203263 
0:58:17 203264 
0:58:17 203265 
0:58:17 203266 
0:58:17 203267 
0:58:17 30480 
0:58:17 30481 
0:58:17 30482 
0:58:17 30483 
0:58:17 30484 
0:58:17 30485 
0:58:17 30486 
0:58:17 30487 
0:58:17 203280 
0:58:17 203281 
0:58:17 203282 
0:58:17 203283 
0:58:17 203284 
0:58:17 203285 
0:58:17 203286 
0:58:17 203287 
0:58:17 203288 
0:58:17 203289 
0:58:17 203290 
0:58:17 203291 
0:58:17 203292 
0:58:17 203293 
0:58:17 203294 
0:58:17 203295 
0:58:17 202037 
0:58:17 202038 
0:58:17 202039 
0:58:17 202108 
0:58:17 202109 
0:58:17 202110 
0:58:17 202111 
0:58:17 169740 
0:58:17 169741 
0:58:17 128940 
0:58:17 30452 
0:58:17 169742 
0:58:17 169743 
0:58:17 128941 
0:58:17 30453 
0:58:17 133646 
0:58:17 30770 
0:58:17 181549 
0:58:17 202112 
0:58:17 202113 
0:58:17 202114 
0:58:17 202115 
0:58:17 194324 
0:58:17 194325 
0:58:17 194326 
0:58:17 194327 
0:58:17 202120 
0:58:17 202121 
0:58:17 202122 
0:58:17 202123 
0:58:17 202124 
0:58:17 202125 
0:58:17 202126 
0:58:17 202127 
0:58:17 202200 
0:58:17 202201 
0:58:17 202202 
0:58:17 202203 
0:58:17 202204 
0:58:17 202205 
0:58:17 202206 
0:58:17 202207 
0:58:17 202184 
0:58:17 202185 
0:58:17 202186 
0:58:17 202187 
0:58:17 202188 
0:58:17 202189 
0:58:17 202190 
0:58:17 202191 
0:58:17 202192 
0:58:17 202193 
0:58:17 202194 
0:58:17 202195 
0:58:17 202296 
0:58:17 202297 
0:58:17 202298 
0:58:17 202299 
0:58:17 202300 
0:58:17 202301 
0:58:17 202302 
0:58:17 202303 
0:58:17 202016 
0:58:17 202017 
0:58:17 202018 
0:58:17 202019 
0:58:17 202020 
0:58:17 202021 
0:58:17 202022 
0:58:17 202023 
0:58:17 202024 
0:58:17 202025 
0:58:17 202026 
0:58:17 202027 
0:58:17 202028 
0:58:17 202029 
0:58:17 202030 
0:58:17 202031 
0:58:17 201948 
0:58:17 201949 
0:58:17 201950 
0:58:17 201951 
0:58:17 201952 
0:58:17 201953 
0:58:17 201954 
0:58:17 201955 
0:58:17 201956 
0:58:17 201957 
0:58:17 201958 
0:58:17 201959 
0:58:17 202040 
0:58:17 202041 
0:58:17 202042 
0:58:17 202043 
0:58:17 202044 
0:58:17 202045 
0:58:17 202046 
0:58:17 202047 
0:58:17 202116 
0:58:17 202117 
0:58:17 202118 
0:58:17 202119 
0:58:17 202128 
0:58:17 202129 
0:58:17 202130 
0:58:17 202131 
0:58:17 202132 
0:58:17 202133 
0:58:17 202134 
0:58:17 202135 
0:58:17 202208 
0:58:17 202209 
0:58:17 202210 
0:58:17 202211 
0:58:17 202212 
0:58:17 202213 
0:58:17 202214 
0:58:17 202215 
0:58:17 202216 
0:58:17 202217 
0:58:17 202218 
0:58:17 202219 
0:58:17 202220 
0:58:17 202221 
0:58:17 202222 
0:58:17 202223 
0:58:17 202180 
0:58:17 202181 
0:58:17 202182 
0:58:17 202183 
0:58:17 203120 
0:58:17 203121 
0:58:17 203122 
0:58:17 203123 
0:58:17 203124 
0:58:17 203125 
0:58:17 203126 
0:58:17 203127 
0:58:17 30454 
0:58:17 30455 
0:58:17 202236 
0:58:17 202237 
0:58:17 202049 
0:58:17 30456 
0:58:17 30457 
0:58:17 30458 
0:58:17 30459 
0:58:17 202238 
0:58:17 202239 
0:58:17 202304 
0:58:17 202305 
0:58:17 202306 
0:58:17 202307 
0:58:17 202308 
0:58:17 202309 
0:58:17 202310 
0:58:17 202311 
0:58:17 202032 
0:58:17 202033 
0:58:17 202034 
0:58:17 202035 
0:58:17 194328 
0:58:17 181476 
0:58:17 181477 
0:58:17 181478 
0:58:17 181479 
0:58:17 202240 
0:58:17 202241 
0:58:17 202242 
0:58:17 202243 
0:58:17 202312 
0:58:17 202313 
0:58:17 202314 
0:58:17 202315 
0:58:17 202316 
0:58:17 202317 
0:58:17 202318 
0:58:17 202319 
0:58:17 201960 
0:58:17 201961 
0:58:17 201962 
0:58:17 201963 
0:58:17 201964 
0:58:17 201965 
0:58:17 201966 
0:58:17 201967 
0:58:17 181496 
0:58:17 181498 
0:58:17 181499 
0:58:17 202244 
0:58:17 202245 
0:58:17 202246 
0:58:17 202247 
0:58:17 202320 
0:58:17 202321 
0:58:17 202322 
0:58:17 202323 
0:58:17 202324 
0:58:17 202325 
0:58:17 202326 
0:58:17 202327 
0:58:17 30768 
0:58:17 30769 
0:58:17 30771 
0:58:17 201968 
0:58:17 201969 
0:58:17 201970 
0:58:17 201971 
0:58:17 201972 
0:58:17 201973 
0:58:17 201974 
0:58:17 201975 
0:58:17 202248 
0:58:17 202249 
0:58:17 202250 
0:58:17 202251 
0:58:17 202252 
0:58:17 202253 
0:58:17 202254 
0:58:17 202255 
0:58:17 128944 
0:58:17 128945 
0:58:17 128946 
0:58:17 128947 
0:58:17 201976 
0:58:17 201977 
0:58:17 201978 
0:58:17 201979 
0:58:17 201980 
0:58:17 201981 
0:58:17 201982 
0:58:17 201983 
0:58:17 202256 
0:58:17 202257 
0:58:17 202258 
0:58:17 202259 
0:58:17 202260 
0:58:17 202261 
0:58:17 202262 
0:58:17 202263 
0:58:17 202048 
0:58:17 202050 
0:58:17 202051 
0:58:17 202052 
0:58:17 202053 
0:58:17 202054 
0:58:17 202055 
0:58:17 133644 
0:58:17 133645 
0:58:17 133647 
0:58:17 202264 
0:58:17 202265 
0:58:17 202266 
0:58:17 202267 
0:58:17 202268 
0:58:17 202269 
0:58:17 202270 
0:58:17 202271 
0:58:17 202096 
0:58:17 202097 
0:58:17 202098 
0:58:17 202099 
0:58:17 202100 
0:58:17 202101 
0:58:17 202102 
0:58:17 202103 
0:58:17 202280 
0:58:17 202281 
0:58:17 202282 
0:58:17 202283 
0:58:17 133648 
0:58:17 133649 
0:58:17 202148 
0:58:17 202149 
0:58:17 202150 
0:58:17 202151 
0:58:17 202284 
0:58:17 202285 
0:58:17 133650 
0:58:17 133651 
0:58:17 30772 
0:58:17 30773 
0:58:17 202152 
0:58:17 202153 
0:58:17 202154 
0:58:17 202155 
0:58:17 202286 
0:58:17 202287 
0:58:17 133652 
0:58:17 133653 
0:58:17 133654 
0:58:17 133655 
0:58:17 30716 
0:58:17 30717 
0:58:17 30718 
0:58:17 30719 
0:58:17 202160 
0:58:17 202161 
0:58:17 202162 
0:58:17 202163 
0:58:17 181480 
0:58:17 181481 
0:58:17 181482 
0:58:17 181483 
0:58:17 181484 
0:58:17 181485 
0:58:17 181486 
0:58:17 181487 
0:58:17 202288 
0:58:17 202289 
0:58:17 202290 
0:58:17 202291 
0:58:17 30760 
0:58:17 30761 
0:58:17 181488 
0:58:17 181489 
0:58:17 181490 
0:58:17 181491 
0:58:17 181492 
0:58:17 181493 
0:58:17 181494 
0:58:17 181495 
0:58:17 202164 
0:58:17 202165 
0:58:17 202166 
0:58:17 202167 
0:58:17 181500 
0:58:17 181501 
0:58:17 202352 
0:58:17 202353 
0:58:17 202354 
0:58:17 202355 
0:58:17 133606 
0:58:17 133607 
0:58:17 30762 
0:58:17 181502 
0:58:17 181503 
0:58:17 202168 
0:58:17 202169 
0:58:17 202170 
0:58:17 202171 
0:58:17 202172 
0:58:17 202173 
0:58:17 202174 
0:58:17 202175 
0:58:17 181548 
0:58:17 181550 
0:58:17 181551 
0:58:17 30763 
0:58:17 181504 
0:58:17 181505 
0:58:17 181506 
0:58:17 181507 
0:58:17 202176 
0:58:17 202177 
0:58:17 202178 
0:58:17 202179 
0:58:17 203396 
0:58:17 203397 
0:58:17 203398 
0:58:17 203399 
0:58:17 30764 
0:58:17 30765 
0:58:17 181518 
0:58:17 202104 
0:58:17 202105 
0:58:17 202106 
0:58:17 202107 
0:58:17 28444 
0:58:17 28445 
0:58:17 28446 
0:58:17 28447 
0:58:17 30540 
0:58:17 30541 
0:58:17 30542 
0:58:17 30543 
0:58:17 203046 
0:58:17 203047 
0:58:17 30668 
0:58:17 30669 
0:58:17 30670 
0:58:17 30671 
0:58:17 181519 
0:58:17 194344 
0:58:17 194345 
0:58:17 194346 
0:58:17 194347 
0:58:17 194348 
0:58:17 194349 
0:58:17 194350 
0:58:17 194351 
0:58:17 181564 
0:58:17 181565 
0:58:17 181566 
0:58:17 181567 
0:58:17 30720 
0:58:17 30721 
0:58:17 30722 
0:58:17 30723 
0:58:17 30724 
0:58:17 30725 
0:58:17 30726 
0:58:17 30727 
0:58:17 181568 
0:58:17 181569 
0:58:17 181570 
0:58:17 181571 
0:58:17 181600 
0:58:17 181601 
0:58:17 181602 
0:58:17 181603 
0:58:17 181604 
0:58:17 181605 
0:58:17 181606 
0:58:17 181607 
0:58:17 181608 
0:58:17 181609 
0:58:17 181610 
0:58:17 181611 
0:58:17 28508 
0:58:17 28509 
0:58:17 202328 
0:58:17 202329 
0:58:17 202330 
0:58:17 202331 
0:58:17 202332 
0:58:17 202333 
0:58:17 202334 
0:58:17 202335 
0:58:17 202356 
0:58:17 202357 
0:58:17 202358 
0:58:17 202359 
0:58:17 202336 
0:58:17 202337 
0:58:17 202338 
0:58:17 202339 
0:58:17 202340 
0:58:17 202341 
0:58:17 202342 
0:58:17 202343 
0:58:17 202360 
0:58:17 202361 
0:58:17 202362 
0:58:17 202363 
0:58:17 202364 
0:58:17 202365 
0:58:17 202366 
0:58:17 202367 
0:58:17 202344 
0:58:17 202345 
0:58:17 202346 
0:58:17 202347 
0:58:17 202000 
0:58:17 202001 
0:58:17 202002 
0:58:17 202003 
0:58:17 202004 
0:58:17 202005 
0:58:17 202006 
0:58:17 202007 
0:58:17 202348 
0:58:17 202349 
0:58:17 202350 
0:58:17 202351 
0:58:17 188724 
0:58:17 188725 
0:58:17 188726 
0:58:17 188727 
0:58:17 202376 
0:58:17 202377 
0:58:17 202378 
0:58:17 202379 
0:58:17 202380 
0:58:17 202381 
0:58:17 202382 
0:58:17 202383 
0:58:17 30960 
0:58:17 30961 
0:58:17 30962 
0:58:17 30963 
0:58:17 30964 
0:58:17 30965 
0:58:17 30966 
0:58:17 30967 
0:58:17 202064 
0:58:17 202065 
0:58:17 202066 
0:58:17 202067 
0:58:17 30728 
0:58:17 30729 
0:58:17 30730 
0:58:17 30731 
0:58:17 30732 
0:58:17 30733 
0:58:17 30734 
0:58:17 30735 
0:58:17 202056 
0:58:17 202057 
0:58:17 202058 
0:58:17 202059 
0:58:17 202060 
0:58:17 202061 
0:58:17 202062 
0:58:17 202063 
0:58:17 201984 
0:58:17 201985 
0:58:17 201986 
0:58:17 201987 
0:58:17 201988 
0:58:17 201989 
0:58:17 201990 
0:58:17 201991 
0:58:17 30500 
0:58:17 30501 
0:58:17 30502 
0:58:17 30503 
0:58:17 201992 
0:58:17 201993 
0:58:17 201994 
0:58:17 201995 
0:58:17 201996 
0:58:17 201997 
0:58:17 201998 
0:58:17 201999 
0:58:17 30892 
0:58:17 30893 
0:58:17 30894 
0:58:17 30895 
0:58:17 203160 
0:58:17 203161 
0:58:17 203162 
0:58:17 203163 
0:58:17 203164 
0:58:17 203165 
0:58:17 203166 
0:58:17 203167 
0:58:17 203048 
0:58:17 203049 
0:58:17 203050 
0:58:17 203051 
0:58:17 202384 
0:58:17 202385 
0:58:17 202386 
0:58:17 202387 
0:58:17 202388 
0:58:17 202389 
0:58:17 202390 
0:58:17 202068 
0:58:17 202069 
0:58:17 202070 
0:58:17 202071 
0:58:17 203052 
0:58:17 203053 
0:58:17 203054 
0:58:17 203055 
0:58:17 181572 
0:58:17 181573 
0:58:17 28510 
0:58:17 203168 
0:58:17 203169 
0:58:17 203170 
0:58:17 203171 
0:58:17 203172 
0:58:17 203173 
0:58:17 203174 
0:58:17 203175 
0:58:17 203176 
0:58:17 203177 
0:58:17 203178 
0:58:17 203179 
0:58:17 203180 
0:58:17 203181 
0:58:17 203182 
0:58:17 203183 
0:58:17 28511 
0:58:17 28512 
0:58:17 28513 
0:58:17 181614 
0:58:17 181615 
0:58:17 181616 
0:58:17 181617 
0:58:17 181618 
0:58:17 181619 
0:58:17 28526 
0:58:17 28527 
0:58:17 202224 
0:58:17 202225 
0:58:17 202226 
0:58:17 202227 
0:58:17 202228 
0:58:17 202229 
0:58:17 202230 
0:58:17 202231 
0:58:17 203056 
0:58:17 203057 
0:58:17 203058 
0:58:17 203059 
0:58:17 203184 
0:58:17 203185 
0:58:17 203186 
0:58:17 203187 
0:58:17 203188 
0:58:17 203189 
0:58:17 203190 
0:58:17 203191 
0:58:17 202232 
0:58:17 202233 
0:58:17 202234 
0:58:17 202235 
0:58:17 202136 
0:58:17 202137 
0:58:17 202138 
0:58:17 202139 
0:58:17 202140 
0:58:17 202141 
0:58:17 202142 
0:58:17 202143 
0:58:17 203192 
0:58:17 203193 
0:58:17 203194 
0:58:17 203088 
0:58:17 203195 
0:58:17 203089 
0:58:17 203196 
0:58:17 203090 
0:58:17 203197 
0:58:17 203091 
0:58:17 203198 
0:58:17 203199 
0:58:17 203092 
0:58:17 203093 
0:58:17 203094 
0:58:17 203095 
0:58:17 202144 
0:58:17 202145 
0:58:17 202146 
0:58:17 202147 
0:58:17 203200 
0:58:17 203201 
0:58:17 203202 
0:58:17 203203 
0:58:17 203204 
0:58:17 203205 
0:58:17 203206 
0:58:17 203207 
0:58:17 203096 
0:58:17 203097 
0:58:17 203098 
0:58:17 203099 
0:58:17 203100 
0:58:17 203101 
0:58:17 203102 
0:58:17 203103 
0:58:17 202088 
0:58:17 202089 
0:58:17 202090 
0:58:17 202091 
0:58:17 202092 
0:58:17 202093 
0:58:17 202094 
0:58:17 202095 
0:58:17 203060 
0:58:17 203061 
0:58:17 203062 
0:58:17 203063 
0:58:17 203104 
0:58:17 203105 
0:58:17 203106 
0:58:17 203107 
0:58:17 203108 
0:58:17 203109 
0:58:17 203110 
0:58:17 203111 
0:58:17 202156 
0:58:17 202157 
0:58:17 202158 
0:58:17 202159 
0:58:17 203064 
0:58:17 203065 
0:58:17 203066 
0:58:17 203067 
0:58:17 203068 
0:58:17 203069 
0:58:17 203070 
0:58:17 203071 
0:58:17 202072 
0:58:17 202073 
0:58:17 202074 
0:58:17 202075 
0:58:17 202076 
0:58:17 202077 
0:58:17 202078 
0:58:17 202079 
0:58:17 202272 
0:58:17 202273 
0:58:17 202274 
0:58:17 202275 
0:58:17 202276 
0:58:17 202277 
0:58:17 202278 
0:58:17 202279 
0:58:17 203072 
0:58:17 203073 
0:58:17 203074 
0:58:17 203075 
0:58:17 203076 
0:58:17 203077 
0:58:17 203078 
0:58:17 203079 
0:58:17 202080 
0:58:17 202081 
0:58:17 202082 
0:58:17 202083 
0:58:17 202084 
0:58:17 202085 
0:58:17 202086 
0:58:17 202087 
0:58:17 202292 
0:58:17 202293 
0:58:17 202294 
0:58:17 202295 
0:58:17 128948 
0:58:17 128949 
0:58:17 128950 
0:58:17 128951 
0:58:17 203080 
0:58:17 203081 
0:58:17 203082 
0:58:17 203083 
0:58:17 203084 
0:58:17 203085 
0:58:17 203086 
0:58:17 203087 
0:58:17 30904 
0:58:17 30905 
0:58:17 30906 
0:58:17 30907 
0:58:17 202368 
0:58:17 202369 
0:58:17 202370 
0:58:17 202371 
0:58:17 202372 
0:58:17 202373 
0:58:17 202374 
0:58:17 202375 
0:58:17 203136 
0:58:17 203137 
0:58:17 203138 
0:58:17 203139 
0:58:17 203140 
0:58:17 203141 
0:58:17 203142 
0:58:17 203143 
0:58:17 203240 
0:58:17 203241 
0:58:17 203242 
0:58:17 203243 
0:58:17 28528 
0:58:17 28529 
0:58:17 28530 
0:58:17 28531 
0:58:17 203144 
0:58:17 203145 
0:58:17 203146 
0:58:17 203147 
0:58:17 203148 
0:58:17 203149 
0:58:17 203150 
0:58:17 203151 
0:58:17 203208 
0:58:17 203209 
0:58:17 203210 
0:58:17 203211 
0:58:17 28584 
0:58:17 28585 
0:58:17 28586 
0:58:17 28587 
0:58:17 203152 
0:58:17 203153 
0:58:17 203154 
0:58:17 203155 
0:58:17 203156 
0:58:17 203157 
0:58:17 203158 
0:58:17 203159 
0:58:17 203128 
0:58:17 203129 
0:58:17 203130 
0:58:17 203131 
0:58:17 203132 
0:58:17 203133 
0:58:17 203134 
0:58:17 203135 
0:58:17 128952 
0:58:17 128953 
0:58:17 128954 
0:58:17 128955 
0:58:17 128956 
0:58:17 128957 
0:58:17 128958 
0:58:17 128959 
0:58:17 30808 
0:58:17 30809 
0:58:17 30810 
0:58:17 30811 
0:58:17 30812 
0:58:17 30813 
0:58:17 30814 
0:58:17 30815 
0:58:17 28588 
0:58:17 28589 
0:58:17 28590 
0:58:17 28591 
0:58:17 30736 
0:58:17 30737 
0:58:17 30738 
0:58:17 30739 
0:58:17 30740 
0:58:17 30741 
0:58:17 30742 
0:58:17 30743 
0:58:17 30896 
0:58:17 30897 
0:58:17 30898 
0:58:17 30899 
0:58:17 30900 
0:58:17 30901 
0:58:17 30902 
0:58:17 30903 
0:58:17 30672 
0:58:17 30673 
